Student_ID,Age,Gender,Region,Subject,App_Login_Count,Video_Completion_Rate,Study_Hours_Per_Week,Percentage,Engagement_Level,Engagement_Score
S08623,22,Male,Assiut,Computer Science,24,93.52,5.41,88.4,Medium,64.08
S08624,22,Male,Assiut,Arabic,21,50.91,11.24,80.31,Low,42.16
S08625,15,Female,Alexandria,Science,13,48.41,5.05,62.41,Low,33.7
S08626,18,Female,Cairo,Computer Science,24,67.36,11.79,86.86,Medium,52.31
S08627,19,Male,Giza,Science,11,26.92,9.07,77.21,Low,22.2
S08628,19,Male,Giza,Math,22,53.01,12.09,84.31,Low,44.02
S08629,22,Female,Mansoura,English,22,65.23,9.58,97.51,Medium,49.52
S08630,20,Female,Alexandria,Arabic,23,39.33,10.95,58.84,Low,38.78
S08631,18,Female,Giza,Computer Science,21,65.66,11.63,91.43,Medium,48.8
S08632,22,Male,Giza,English,25,62.61,9.14,100.0,Medium,51.09
S08633,20,Female,Mansoura,Math,15,100.0,12.83,91.57,Medium,58.75
S08634,21,Male,Mansoura,English,17,85.42,7.03,75.82,Medium,54.02
S08635,20,Male,Mansoura,Computer Science,12,78.65,2.13,58.5,Medium,46.39
S08636,15,Male,Giza,Math,17,46.02,8.33,78.73,Low,36.29
S08637,22,Female,Alexandria,English,17,56.38,9.79,73.93,Low,40.95
S08638,20,Male,Alexandria,Arabic,20,89.83,11.21,90.51,Medium,58.76
S08639,16,Male,Cairo,Math,22,69.81,7.76,97.38,Medium,51.58
S08640,17,Female,Giza,Arabic,21,71.67,10.66,91.31,Medium,51.5
S08641,17,Male,Alexandria,Computer Science,19,71.03,9.95,78.24,Medium,49.38
S08642,17,Male,Assiut,Arabic,18,60.76,10.8,83.29,Low,43.84
S08643,19,Male,Alexandria,Computer Science,16,72.63,4.72,65.72,Medium,47.35
S08644,19,Male,Cairo,Math,12,70.51,10.51,71.91,Low,42.73
S08645,16,Female,Giza,Computer Science,13,45.14,5.69,55.94,Low,32.23
S08646,20,Male,Alexandria,Math,16,60.73,8.85,100.0,Low,42.0
S08647,17,Male,Assiut,Math,27,52.67,9.39,75.54,Medium,48.45
S08648,16,Female,Mansoura,Science,14,62.68,8.53,71.13,Low,41.04
S08649,22,Male,Cairo,Math,20,100.0,10.12,98.29,Medium,63.33
S08650,17,Female,Alexandria,Science,26,66.08,6.44,99.44,Medium,53.57
S08651,16,Male,Giza,Math,21,100.0,11.84,87.12,Medium,64.25
S08652,20,Male,Assiut,Science,22,51.46,7.06,57.15,Low,43.32
S08653,21,Female,Mansoura,Arabic,22,58.15,11.86,100.0,Medium,46.33
S08654,16,Female,Alexandria,English,24,39.11,11.55,86.65,Low,39.6
S08655,15,Female,Mansoura,Computer Science,10,62.38,12.86,80.52,Low,37.24
S08656,21,Male,Cairo,Arabic,14,78.04,7.01,82.17,Medium,47.95
S08657,19,Female,Aswan,English,17,56.34,10.86,49.78,Low,40.94
S08658,18,Male,Mansoura,Science,17,44.15,8.92,69.88,Low,35.45
S08659,18,Female,Cairo,Computer Science,19,66.74,7.35,84.25,Medium,47.45
S08660,19,Male,Assiut,Science,24,69.46,10.57,92.36,Medium,53.26
S08661,20,Male,Alexandria,Arabic,14,100.0,4.94,73.78,Medium,57.83
S08662,15,Female,Aswan,Science,18,35.62,6.24,78.28,Low,32.53
S08663,17,Male,Giza,Arabic,15,49.36,2.76,54.74,Low,35.96
S08664,22,Male,Alexandria,English,17,64.48,14.3,100.0,Low,44.6
S08665,16,Female,Alexandria,Science,15,58.2,6.04,59.72,Low,39.94
S08666,22,Female,Cairo,Computer Science,14,65.13,6.91,81.35,Low,42.14
S08667,18,Male,Mansoura,Computer Science,9,76.22,11.54,95.97,Low,42.55
S08668,16,Female,Mansoura,English,19,51.42,7.49,82.35,Low,40.56
S08669,19,Female,Alexandria,English,21,53.03,4.87,71.08,Low,43.11
S08670,20,Male,Aswan,Arabic,15,50.58,6.64,41.01,Low,36.51
S08671,17,Male,Aswan,Computer Science,28,48.57,13.84,86.51,Medium,47.52
S08672,21,Female,Mansoura,Math,16,39.69,8.59,74.06,Low,32.53
S08673,15,Female,Cairo,Computer Science,18,17.71,9.4,77.94,Low,24.47
S08674,15,Female,Aswan,Computer Science,16,86.16,9.64,93.74,Medium,53.44
S08675,19,Male,Giza,English,17,94.56,7.37,75.64,Medium,58.14
S08676,19,Female,Alexandria,Computer Science,12,70.65,8.9,80.8,Low,42.79
S08677,20,Male,Aswan,Science,24,91.53,10.65,90.1,Medium,63.19
S08678,21,Male,Cairo,Arabic,17,47.3,4.34,74.75,Low,36.87
S08679,22,Male,Cairo,English,32,75.27,8.24,95.34,Medium,63.2
S08680,19,Male,Mansoura,Science,20,60.1,5.47,78.89,Medium,45.38
S08681,19,Male,Cairo,English,16,50.75,12.34,97.84,Low,37.5
S08682,22,Female,Cairo,Science,9,56.83,9.37,78.63,Low,33.82
S08683,22,Female,Giza,Math,22,55.57,3.91,82.25,Medium,45.17
S08684,15,Female,Mansoura,English,20,52.71,7.19,79.38,Low,42.05
S08685,19,Male,Alexandria,Science,24,39.7,9.19,86.53,Low,39.86
S08686,22,Male,Giza,English,18,85.55,6.52,76.18,Medium,55.0
S08687,15,Female,Aswan,Math,11,57.86,9.48,59.36,Low,36.12
S08688,22,Female,Mansoura,Science,20,70.62,16.45,100.0,Medium,50.11
S08689,20,Male,Assiut,Science,17,77.6,9.86,87.99,Medium,50.5
S08690,16,Male,Giza,English,12,61.49,5.92,72.11,Low,38.67
S08691,20,Female,Mansoura,Math,23,74.76,5.85,85.54,Medium,54.73
S08692,18,Male,Giza,Math,13,53.09,11.17,75.03,Low,35.81
S08693,17,Male,Aswan,English,25,66.22,8.41,70.94,Medium,52.72
S08694,19,Male,Giza,Science,17,73.5,5.58,78.54,Medium,48.66
S08695,20,Female,Mansoura,Math,16,75.87,8.06,87.76,Medium,48.81
S08696,22,Male,Aswan,Arabic,23,64.46,13.51,89.09,Medium,50.09
S08697,18,Male,Cairo,Arabic,19,78.27,14.05,100.0,Medium,52.64
S08698,16,Male,Cairo,Math,21,60.36,7.38,90.62,Medium,46.41
S08699,21,Female,Cairo,Science,17,64.18,6.66,94.18,Low,44.46
S08700,17,Male,Giza,Math,19,60.75,9.57,57.51,Low,44.75
S08701,21,Male,Alexandria,Arabic,12,81.5,7.16,74.13,Medium,47.68
S08702,21,Female,Cairo,Math,22,26.78,8.5,77.29,Low,32.22
S08703,15,Male,Cairo,Arabic,15,66.87,11.06,83.76,Low,43.84
S08704,18,Female,Giza,Computer Science,17,77.94,7.44,79.4,Medium,50.66
S08705,15,Male,Cairo,Math,18,47.08,4.19,64.5,Low,37.69
S08706,19,Male,Mansoura,Computer Science,23,85.34,8.65,92.24,Medium,59.49
S08707,21,Male,Giza,Computer Science,20,81.2,11.75,82.46,Medium,54.87
S08708,19,Female,Cairo,Science,14,66.69,8.45,97.51,Low,42.84
S08709,17,Female,Cairo,Math,14,100.0,15.16,100.0,Medium,57.83
S08710,22,Male,Giza,English,15,51.04,8.81,62.05,Low,36.72
S08711,15,Female,Cairo,Math,16,75.74,13.31,97.6,Medium,48.75
S08712,16,Male,Cairo,Math,26,70.23,9.61,98.71,Medium,55.44
S08713,17,Male,Cairo,Computer Science,15,57.82,7.47,66.31,Low,39.77
S08714,22,Male,Giza,Computer Science,22,68.64,12.07,89.24,Medium,51.05
S08715,22,Male,Alexandria,Arabic,19,100.0,1.0,76.81,Medium,62.42
S08716,19,Female,Assiut,Math,13,65.1,13.16,93.0,Low,41.21
S08717,22,Male,Aswan,Math,15,62.89,8.81,72.89,Low,42.05
S08718,22,Female,Assiut,Computer Science,19,51.95,9.83,74.78,Low,40.79
S08719,19,Male,Cairo,Computer Science,15,72.66,11.6,90.8,Medium,46.45
S08720,15,Male,Alexandria,Science,22,60.62,5.3,85.12,Medium,47.45
S08721,22,Male,Assiut,English,13,51.41,10.94,80.03,Low,35.05
S08722,20,Female,Alexandria,English,15,59.94,12.08,76.88,Low,40.72
S08723,16,Male,Cairo,Computer Science,26,88.17,5.83,89.49,Medium,63.51
S08724,21,Male,Mansoura,Arabic,18,41.14,4.07,64.84,Low,35.01
S08725,18,Male,Cairo,Computer Science,21,71.92,13.73,98.71,Medium,51.61
S08726,21,Male,Giza,English,14,39.52,9.48,66.79,Low,30.62
S08727,17,Male,Mansoura,English,21,38.69,6.91,72.74,Low,36.66
S08728,15,Male,Aswan,Science,17,57.02,13.22,81.92,Low,41.24
S08729,18,Male,Aswan,Arabic,25,58.5,7.86,84.41,Medium,49.24
S08730,18,Male,Aswan,Science,25,99.36,9.55,100.0,Medium,67.63
S08731,21,Male,Giza,English,13,45.54,9.31,72.26,Low,32.41
S08732,15,Female,Alexandria,English,12,76.56,10.17,71.12,Medium,45.45
S08733,22,Female,Cairo,Arabic,10,79.62,13.31,83.24,Medium,45.0
S08734,16,Female,Alexandria,Math,19,65.02,9.99,86.71,Medium,46.68
S08735,22,Male,Mansoura,Math,18,91.15,13.68,80.71,Medium,57.52
S08736,20,Male,Cairo,Science,18,69.13,8.23,82.69,Medium,47.61
S08737,17,Female,Giza,Math,19,80.93,7.47,82.02,Medium,53.84
S08738,22,Female,Aswan,English,17,57.89,13.42,86.36,Low,41.63
S08739,17,Male,Cairo,Arabic,20,55.81,8.61,94.83,Low,43.45
S08740,20,Female,Giza,Science,26,100.0,9.34,90.32,Medium,68.83
S08741,15,Female,Aswan,Math,19,96.9,8.82,73.85,Medium,61.02
S08742,15,Female,Giza,Computer Science,19,85.45,8.59,75.36,Medium,55.87
S08743,17,Male,Mansoura,Arabic,8,85.06,11.76,77.63,Medium,45.61
S08744,16,Female,Giza,Science,21,83.94,7.51,79.93,Medium,57.02
S08745,16,Female,Giza,Math,14,48.46,15.54,86.41,Low,34.64
S08746,18,Male,Cairo,Computer Science,16,67.08,9.49,72.19,Low,44.85
S08747,19,Female,Cairo,Arabic,17,100.0,13.64,100.0,Medium,60.58
S08748,16,Female,Giza,Math,11,82.48,7.9,64.68,Medium,47.2
S08749,21,Male,Assiut,English,13,45.65,9.66,67.74,Low,32.46
S08750,21,Male,Alexandria,English,24,75.81,6.32,77.32,Medium,56.11
S08751,21,Female,Giza,Science,23,81.55,9.16,100.0,Medium,57.78
S08752,16,Female,Cairo,Computer Science,18,57.98,6.95,89.35,Low,42.59
S08753,22,Female,Assiut,Science,23,61.73,7.68,77.32,Medium,48.86
S08754,16,Male,Giza,Science,20,52.22,9.01,89.24,Low,41.83
S08755,15,Male,Cairo,Science,18,72.6,12.94,86.23,Medium,49.17
S08756,20,Female,Aswan,Computer Science,16,57.01,11.76,81.94,Low,40.32
S08757,21,Male,Aswan,Math,28,73.68,9.02,81.61,Medium,58.82
S08758,16,Male,Cairo,Science,21,53.76,11.24,87.55,Low,43.44
S08759,18,Female,Cairo,Computer Science,10,66.48,3.91,78.33,Low,39.08
S08760,18,Female,Alexandria,Computer Science,15,80.71,10.0,76.3,Medium,50.07
S08761,20,Male,Giza,Computer Science,19,49.92,7.0,73.54,Low,39.88
S08762,19,Male,Aswan,Arabic,20,100.0,14.73,100.0,Medium,63.33
S08763,19,Male,Giza,Math,17,50.02,12.04,59.36,Low,38.09
S08764,15,Female,Cairo,Math,18,34.96,5.43,67.07,Low,32.23
S08765,22,Female,Alexandria,Math,21,72.64,5.96,62.81,Medium,51.94
S08766,19,Female,Cairo,Science,24,98.57,2.53,99.03,Medium,66.36
S08767,20,Female,Alexandria,Science,14,38.71,3.91,57.82,Low,30.25
S08768,18,Female,Alexandria,Arabic,22,54.97,4.83,98.7,Low,44.9
S08769,16,Female,Aswan,Arabic,19,50.26,2.7,51.45,Low,40.03
S08770,20,Male,Giza,Math,20,34.77,12.51,83.4,Low,33.98
S08771,17,Male,Assiut,Math,13,70.8,10.81,75.49,Low,43.78
S08772,16,Male,Cairo,Math,25,100.0,8.66,73.91,Medium,67.92
S08773,19,Male,Mansoura,Arabic,17,75.96,8.69,75.27,Medium,49.77
S08774,17,Female,Giza,Math,16,55.99,14.16,99.28,Low,39.86
S08775,22,Male,Cairo,English,21,78.02,6.71,99.97,Medium,54.36
S08776,20,Female,Cairo,Science,21,63.89,7.27,93.1,Medium,48.0
S08777,17,Male,Mansoura,Arabic,22,46.91,12.59,90.93,Low,41.28
S08778,15,Male,Cairo,English,22,80.9,9.9,100.0,Medium,56.57
S08779,17,Female,Assiut,Computer Science,19,100.0,12.04,90.97,Medium,62.42
S08780,15,Male,Giza,Science,14,86.95,4.23,71.14,Medium,51.96
S08781,16,Male,Assiut,Computer Science,15,60.42,6.59,84.92,Low,40.94
S08782,17,Female,Aswan,Arabic,14,59.58,10.4,88.98,Low,39.64
S08783,20,Female,Giza,Arabic,17,66.33,7.62,81.19,Medium,45.43
S08784,15,Male,Assiut,English,17,71.48,7.41,62.49,Medium,47.75
S08785,16,Female,Giza,Math,15,84.19,13.2,88.57,Medium,51.64
S08786,15,Male,Alexandria,Computer Science,9,70.28,10.53,78.74,Low,39.88
S08787,22,Female,Cairo,English,17,75.95,7.93,81.96,Medium,49.76
S08788,22,Male,Cairo,Science,18,47.92,6.83,85.65,Low,38.06
S08789,17,Female,Mansoura,Math,17,89.02,6.58,81.58,Medium,55.64
S08790,18,Female,Giza,Computer Science,18,64.14,10.2,78.96,Medium,45.36
S08791,17,Male,Cairo,Computer Science,16,85.93,10.34,100.0,Medium,53.34
S08792,19,Female,Giza,Science,16,72.36,8.47,69.86,Medium,47.23
S08793,19,Male,Assiut,English,15,43.76,10.59,75.9,Low,33.44
S08794,17,Female,Aswan,Arabic,17,52.86,13.53,85.72,Low,39.37
S08795,20,Female,Mansoura,Computer Science,22,90.22,11.53,92.66,Medium,60.77
S08796,15,Male,Mansoura,Arabic,26,57.02,6.16,87.67,Medium,49.49
S08797,20,Female,Aswan,Computer Science,24,59.91,12.67,94.6,Medium,48.96
S08798,21,Female,Assiut,Math,21,100.0,3.57,64.62,Medium,64.25
S08799,15,Male,Alexandria,Computer Science,20,41.71,3.68,60.91,Low,37.1
S08800,20,Male,Alexandria,English,17,82.52,10.25,99.47,Medium,52.72
S08801,20,Male,Aswan,Math,16,79.0,6.72,79.96,Medium,50.22
S08802,22,Male,Cairo,English,10,51.81,10.51,62.66,Low,32.48
S08803,21,Male,Alexandria,Math,16,56.8,8.62,60.83,Low,40.23
S08804,15,Male,Mansoura,English,15,84.38,10.58,88.29,Medium,51.72
S08805,15,Male,Cairo,Science,22,72.48,10.95,96.89,Medium,52.78
S08806,16,Female,Mansoura,Arabic,17,86.04,1.0,82.16,Medium,54.3
S08807,19,Male,Mansoura,Arabic,14,62.06,7.37,57.92,Low,40.76
S08808,20,Female,Alexandria,Arabic,21,56.9,11.38,81.55,Low,44.86
S08809,20,Male,Mansoura,Computer Science,15,72.86,8.33,88.31,Medium,46.54
S08810,17,Female,Cairo,English,10,78.26,11.54,100.0,Low,44.38
S08811,16,Male,Aswan,Computer Science,16,71.45,8.17,86.48,Medium,46.82
S08812,15,Male,Cairo,Computer Science,10,73.76,3.47,58.06,Low,42.36
S08813,17,Male,Cairo,English,17,86.51,10.21,92.02,Medium,54.51
S08814,17,Male,Alexandria,Science,15,71.1,7.86,85.21,Medium,45.74
S08815,17,Female,Mansoura,Arabic,17,60.75,4.02,64.97,Low,42.92
S08816,15,Female,Assiut,Math,19,75.08,11.49,75.44,Medium,51.2
S08817,17,Female,Alexandria,Science,28,54.31,10.53,86.66,Medium,50.11
S08818,21,Male,Mansoura,Math,20,29.75,5.87,59.1,Low,31.72
S08819,16,Male,Alexandria,Science,21,55.77,3.91,73.39,Low,44.35
S08820,22,Female,Mansoura,Math,13,95.48,12.59,94.17,Medium,54.88
S08821,15,Female,Cairo,Science,18,78.21,11.67,93.25,Medium,51.69
S08822,20,Female,Aswan,Computer Science,17,94.54,8.29,84.48,Medium,58.13
S08823,15,Male,Aswan,Science,26,64.62,7.11,91.19,Medium,52.91
S08824,18,Female,Aswan,Science,18,90.07,8.07,74.36,Medium,57.03
S08825,22,Male,Giza,Science,8,63.25,8.41,59.53,Low,35.8
S08826,21,Male,Aswan,Computer Science,25,47.83,13.41,86.68,Low,44.44
S08827,19,Female,Cairo,Math,17,53.71,12.17,74.48,Low,39.75
S08828,20,Female,Cairo,Math,18,54.55,7.57,65.43,Low,41.05
S08829,20,Male,Giza,Arabic,13,69.71,2.49,75.06,Low,43.29
S08830,21,Female,Aswan,Arabic,21,91.72,14.13,100.0,Medium,60.52
S08831,19,Male,Aswan,Arabic,17,60.95,4.6,75.21,Low,43.01
S08832,19,Male,Alexandria,Computer Science,19,59.75,3.28,73.36,Low,44.3
S08833,15,Male,Mansoura,Arabic,18,81.8,9.74,83.11,Medium,53.31
S08834,22,Male,Alexandria,Science,20,83.33,10.95,79.4,Medium,55.83
S08835,19,Male,Cairo,Science,27,71.45,10.47,86.85,Medium,56.9
S08836,17,Female,Assiut,Arabic,15,69.65,5.54,65.17,Medium,45.09
S08837,16,Female,Cairo,Arabic,17,61.13,11.26,88.2,Low,43.09
S08838,19,Female,Assiut,Computer Science,10,73.74,11.72,76.27,Low,42.35
S08839,21,Male,Cairo,Arabic,16,46.31,7.11,75.49,Low,35.51
S08840,21,Male,Giza,Arabic,9,81.19,4.1,85.98,Low,44.79
S08841,22,Female,Assiut,Science,18,58.45,7.34,83.91,Low,42.8
S08842,22,Female,Alexandria,Computer Science,25,55.93,9.32,92.31,Medium,48.09
S08843,19,Male,Mansoura,Science,22,70.35,8.84,85.49,Medium,51.82
S08844,22,Female,Assiut,Math,12,69.51,2.64,58.87,Low,42.28
S08845,15,Male,Giza,Science,19,98.03,1.81,75.16,Medium,61.53
S08846,18,Male,Mansoura,English,18,88.83,6.55,76.52,Medium,56.47
S08847,18,Female,Cairo,Math,18,43.65,8.8,60.59,Low,36.14
S08848,20,Female,Mansoura,English,13,63.88,12.92,91.43,Low,40.66
S08849,17,Female,Giza,Science,18,63.45,3.3,54.96,Medium,45.05
S08850,17,Male,Giza,Arabic,17,85.32,3.89,93.25,Medium,53.98
S08851,22,Female,Alexandria,Arabic,10,88.33,9.32,76.87,Medium,48.92
S08852,20,Female,Aswan,Math,13,63.78,11.62,78.4,Low,40.62
S08853,20,Male,Giza,Arabic,13,38.95,9.74,66.31,Low,29.44
S08854,16,Female,Aswan,Science,10,72.6,5.3,71.54,Low,41.84
S08855,19,Male,Alexandria,English,26,49.35,9.99,68.5,Medium,46.04
S08856,18,Female,Giza,Math,17,43.98,7.8,60.7,Low,35.37
S08857,19,Female,Assiut,English,15,67.14,13.85,87.86,Low,43.96
S08858,22,Female,Mansoura,English,20,60.26,13.12,84.55,Medium,45.45
S08859,17,Female,Alexandria,English,24,60.38,5.87,80.49,Medium,49.17
S08860,21,Female,Cairo,Math,23,74.17,15.87,84.72,Medium,54.46
S08861,20,Male,Mansoura,English,18,55.47,7.25,59.71,Low,41.46
S08862,18,Female,Mansoura,Computer Science,17,58.03,4.6,71.68,Low,41.7
S08863,22,Male,Mansoura,Math,23,41.31,7.83,87.42,Low,39.67
S08864,16,Male,Mansoura,Math,14,52.41,4.03,69.67,Low,36.42
S08865,20,Male,Giza,Science,16,82.71,11.15,96.38,Medium,51.89
S08866,18,Male,Alexandria,Math,21,66.5,7.52,73.58,Medium,49.18
S08867,20,Female,Assiut,Computer Science,17,90.06,12.39,96.44,Medium,56.11
S08868,16,Female,Cairo,Math,19,50.71,7.19,82.55,Low,40.24
S08869,20,Male,Alexandria,Science,20,50.1,6.1,50.02,Low,40.88
S08870,15,Male,Cairo,English,16,26.52,4.35,49.36,Low,26.6
S08871,17,Female,Mansoura,Math,22,84.3,12.02,95.58,Medium,58.1
S08872,22,Male,Cairo,Science,11,61.58,7.87,73.93,Low,37.79
S08873,20,Male,Mansoura,Math,11,67.84,10.33,67.16,Low,40.61
S08874,18,Male,Cairo,Math,27,49.48,8.43,83.47,Medium,47.02
S08875,17,Female,Aswan,English,25,40.67,9.19,71.96,Low,41.22
S08876,15,Female,Assiut,Science,17,60.59,7.62,85.09,Low,42.85
S08877,15,Female,Alexandria,Science,19,60.51,9.25,94.05,Low,44.65
S08878,20,Female,Cairo,Computer Science,15,87.59,10.39,89.98,Medium,53.17
S08879,17,Female,Alexandria,Arabic,18,41.68,9.93,70.26,Low,35.26
S08880,15,Female,Giza,Math,13,64.51,12.53,84.73,Low,40.95
S08881,18,Female,Mansoura,Computer Science,21,89.16,4.46,85.63,Medium,59.37
S08882,18,Female,Mansoura,Science,20,47.03,12.59,80.56,Low,39.5
S08883,22,Female,Assiut,Math,12,52.65,5.37,63.09,Low,34.69
S08884,16,Female,Giza,Science,18,65.91,9.48,77.9,Medium,46.16
S08885,17,Female,Cairo,Math,15,78.31,8.79,59.1,Medium,48.99
S08886,16,Male,Alexandria,Science,24,73.2,13.61,87.19,Medium,54.94
S08887,16,Male,Alexandria,Arabic,19,78.18,9.49,97.83,Medium,52.6
S08888,19,Male,Assiut,Science,19,53.73,6.37,63.68,Low,41.6
S08889,16,Male,Alexandria,Science,15,72.92,16.76,86.59,Medium,46.56
S08890,20,Female,Alexandria,Science,21,79.14,5.37,62.49,Medium,54.86
S08891,21,Male,Alexandria,Computer Science,17,44.22,12.79,84.17,Low,35.48
S08892,18,Female,Alexandria,Computer Science,25,100.0,10.84,100.0,Medium,67.92
S08893,16,Male,Mansoura,English,18,62.05,8.47,100.0,Low,44.42
S08894,21,Female,Cairo,Computer Science,17,34.53,9.91,87.22,Low,31.12
S08895,22,Female,Cairo,Science,20,85.39,9.22,90.22,Medium,56.76
S08896,22,Female,Cairo,Science,13,64.97,10.14,78.13,Low,41.15
S08897,22,Female,Giza,Science,17,79.45,7.06,80.89,Medium,51.34
S08898,21,Male,Assiut,Computer Science,17,80.02,14.06,87.19,Medium,51.59
S08899,20,Male,Mansoura,Math,22,73.54,14.09,87.98,Medium,53.26
S08900,22,Female,Assiut,Science,14,89.56,6.86,81.27,Medium,53.14
S08901,17,Female,Aswan,English,16,52.76,11.85,85.59,Low,38.41
S08902,22,Male,Cairo,English,10,94.09,4.46,93.56,Medium,51.51
S08903,15,Male,Cairo,Computer Science,23,38.98,10.21,60.7,Low,38.62
S08904,21,Male,Cairo,Computer Science,27,81.41,8.1,76.34,Medium,61.38
S08905,17,Male,Assiut,Math,22,72.83,10.8,95.47,Medium,52.94
S08906,17,Male,Giza,English,13,90.77,9.94,76.27,Medium,52.76
S08907,20,Male,Giza,Computer Science,24,49.28,10.63,100.0,Low,44.18
S08908,16,Male,Giza,Science,17,71.01,5.54,55.32,Medium,47.54
S08909,22,Female,Aswan,Math,23,100.0,11.02,87.87,Medium,66.08
S08910,20,Male,Cairo,Science,11,52.97,9.67,70.05,Low,33.92
S08911,15,Female,Giza,Math,25,54.26,16.33,85.82,Medium,47.33
S08912,21,Female,Alexandria,Computer Science,19,97.1,7.28,99.96,Medium,61.11
S08913,15,Male,Giza,English,12,99.42,6.63,78.73,Medium,55.74
S08914,21,Female,Assiut,Science,18,69.05,10.98,86.71,Medium,47.57
S08915,21,Male,Alexandria,Computer Science,19,35.07,10.49,82.21,Low,33.2
S08916,20,Male,Mansoura,English,13,53.46,5.45,75.73,Low,35.97
S08917,19,Female,Mansoura,Computer Science,7,44.98,11.04,75.04,Low,26.66
S08918,21,Female,Giza,English,18,100.0,6.43,95.68,Medium,61.5
S08919,21,Male,Mansoura,Computer Science,20,65.18,11.89,82.64,Medium,47.66
S08920,20,Male,Assiut,Computer Science,17,53.09,5.74,77.08,Low,39.47
S08921,16,Male,Mansoura,Science,24,70.15,13.67,78.41,Medium,53.57
S08922,20,Female,Alexandria,Arabic,14,50.61,9.82,71.82,Low,35.61
S08923,16,Male,Cairo,Computer Science,23,61.05,4.45,86.12,Medium,48.56
S08924,15,Female,Assiut,Arabic,15,67.94,6.86,66.13,Low,44.32
S08925,16,Female,Aswan,Math,18,50.55,8.43,76.86,Low,39.25
S08926,18,Female,Aswan,Math,23,34.62,7.1,63.88,Low,36.66
S08927,22,Female,Cairo,English,17,73.21,9.18,77.22,Medium,48.53
S08928,15,Male,Alexandria,English,21,87.63,10.99,96.34,Medium,58.68
S08929,15,Male,Mansoura,Arabic,23,48.24,6.98,88.07,Low,42.79
S08930,15,Female,Giza,Science,25,88.48,11.03,99.19,Medium,62.73
S08931,16,Male,Alexandria,Computer Science,11,51.77,11.68,86.68,Low,33.38
S08932,19,Female,Aswan,Math,17,71.15,12.39,77.02,Medium,47.6
S08933,21,Male,Alexandria,Arabic,24,70.93,5.61,94.57,Medium,53.92
S08934,15,Female,Cairo,Arabic,23,41.38,10.08,82.09,Low,39.7
S08935,21,Female,Cairo,English,22,51.79,7.32,69.55,Low,43.47
S08936,22,Male,Alexandria,Computer Science,14,55.5,7.75,68.18,Low,37.81
S08937,15,Male,Alexandria,Computer Science,18,61.33,9.79,82.68,Low,44.1
S08938,18,Male,Aswan,English,25,80.85,9.01,89.52,Medium,59.3
S08939,21,Male,Mansoura,Arabic,14,85.04,4.37,77.49,Medium,51.1
S08940,20,Female,Cairo,Arabic,23,51.49,8.0,79.06,Low,44.25
S08941,16,Female,Mansoura,Science,23,99.78,7.56,95.98,Medium,65.98
S08942,16,Male,Cairo,Computer Science,14,44.14,9.47,82.07,Low,32.7
S08943,18,Male,Cairo,Computer Science,16,58.76,11.05,95.04,Low,41.11
S08944,21,Female,Alexandria,Arabic,21,61.94,10.36,92.28,Medium,47.12
S08945,22,Female,Alexandria,Math,18,98.59,8.31,79.68,Medium,60.87
S08946,18,Male,Giza,Computer Science,16,60.58,6.0,68.89,Low,41.93
S08947,19,Female,Alexandria,English,23,32.92,9.91,56.81,Low,35.9
S08948,19,Female,Aswan,Math,25,60.42,9.96,77.61,Medium,50.11
S08949,18,Male,Assiut,Math,18,84.27,7.71,74.38,Medium,54.42
S08950,20,Female,Giza,Math,19,83.37,2.63,88.13,Medium,54.93
S08951,17,Female,Aswan,Science,17,54.02,8.0,78.45,Low,39.89
S08952,19,Male,Cairo,Arabic,21,59.73,3.53,74.02,Medium,46.13
S08953,19,Female,Cairo,Science,17,82.8,5.33,92.21,Medium,52.84
S08954,19,Male,Cairo,English,18,76.82,11.79,85.9,Medium,51.07
S08955,22,Male,Cairo,English,21,69.92,6.91,92.36,Medium,50.71
S08956,20,Female,Cairo,Science,22,32.44,7.22,78.86,Low,34.76
S08957,20,Male,Giza,Science,18,60.86,7.28,69.66,Low,43.89
S08958,21,Male,Alexandria,Computer Science,10,67.26,13.7,76.83,Low,39.43
S08959,19,Female,Cairo,Computer Science,16,76.44,9.73,85.35,Medium,49.06
S08960,17,Male,Cairo,English,20,59.86,6.32,74.56,Medium,45.27
S08961,19,Female,Assiut,Math,18,43.52,10.54,80.42,Low,36.08
S08962,22,Female,Giza,Science,20,74.73,6.88,78.4,Medium,51.96
S08963,22,Male,Assiut,Science,15,82.62,15.1,99.18,Medium,50.93
S08964,17,Male,Cairo,Science,20,57.28,6.21,70.65,Low,44.11
S08965,18,Male,Mansoura,Computer Science,25,45.49,11.72,89.31,Low,43.39
S08966,17,Male,Aswan,Computer Science,13,50.0,11.97,73.2,Low,34.42
S08967,15,Male,Giza,Arabic,17,38.9,8.66,82.96,Low,33.09
S08968,17,Female,Assiut,Computer Science,19,57.77,11.63,94.83,Low,43.41
S08969,15,Female,Mansoura,Science,18,67.37,9.67,78.0,Medium,46.82
S08970,17,Male,Alexandria,Arabic,16,63.94,8.73,71.07,Low,43.44
S08971,15,Male,Giza,Arabic,18,100.0,7.94,80.82,Medium,61.5
S08972,17,Female,Cairo,Computer Science,21,73.3,5.99,78.64,Medium,52.24
S08973,20,Female,Assiut,Math,16,65.77,9.02,74.77,Low,44.26
S08974,21,Male,Alexandria,Computer Science,20,65.96,14.6,77.47,Medium,48.02
